layer,field,verdict,nearness,path,line,section,stated,novel,held,repeats,text
or/clackamas/_unincorporated,max_coverage_pct,unheld,same_field,or/clackamas/_unincorporated/zdo.315.txt,1257,315.04,65,65,50,1,5 Maximum lot coverage in a planned unit development is 65 percent.
or/clackamas/_unincorporated,setback_rear_ft,unheld,same_field,or/clackamas/_unincorporated/zdo.315.txt,1269,315.04,10,10,"15,20",1,"1 The minimum rear setback for a detached single-family dwelling, duplex, manufactured home, prefabricated structure, or single room occupancy is 10 feet."
or/clackamas/_unincorporated,max_height_ft,unheld,same_field,or/clackamas/_unincorporated/zdo.315.txt,1275,315.04,"8,10,15","8,10,15",35,1,Building Area Building Height ≤ 8 feet Building Height > 8 feet and ≤ 10 feet Building Height > 10 feet and ≤ 15 feet Building Height > 15 feet
or/clackamas/_unincorporated,max_height_ft,unheld,same_field,or/clackamas/_unincorporated/zdo.315.txt,1367,315.04,25,25,35,3,"25 feet or the building height of the primary dwelling, whichever is less[24]"
or/clackamas/_unincorporated,max_height_ft,unheld,same_field,or/clackamas/_unincorporated/zdo.315.txt,1386,315.04,8,8,35,1,Building Height ≤ 8 feet
or/clackamas/_unincorporated,max_height_ft,unheld,same_field,or/clackamas/_unincorporated/zdo.315.txt,1387,315.04,"8,20","8,20",35,1,Building Height > 8 feet and ≤ 20 feet
or/clackamas/_unincorporated,max_height_ft,unheld,same_field,or/clackamas/_unincorporated/zdo.315.txt,1388,315.04,20,20,35,1,Building Height > 20 feet
or/clackamas/_unincorporated,setback_front_max_ft,unheld,same_field,or/clackamas/_unincorporated/zdo.315.txt,1434,315.04,35,35,18,1,[19] Dwellings located on lots with less than 35 feet of street frontage shall be exempt from the maximum front setback standard.
or/clackamas/_unincorporated,max_height_ft,unheld,same_field,or/clackamas/_unincorporated/zdo.315.txt,1559,315.04,"8,10","8,10",35,1,Building Area Building Height ≤ 8 feet Building Height > 8 feet and ≤ 10 feet Building Height > 10 feet
or/clackamas/_unincorporated,setback_side_ft,unheld,same_field,or/clackamas/_unincorporated/zdo.315.txt,1566,315.04,10,10,5,1,"[14] If the side lot line abuts an Urban Low Density Residential, VR-5/7, or VR-4/5 District, the minimum side setback for a two-story building is 10 feet."
or/clackamas/_unincorporated,setback_side_ft,unheld,same_field,or/clackamas/_unincorporated/zdo.315.txt,1570,315.04,15,15,5,1,"[16] If the side lot line abuts a residential zoning district other than HDR, SHD, or RCHDR, the minimum side setback is 15 feet."
or/clackamas/happy-valley,setback_street_side_ft,unheld,same_field,or/clackamas/happy-valley/16.22.residential.txt,1018,16.22.050,"20,10","20,10","5,8,15",1,"The minimum front, rear, side and street side building setbacks for public and institutional uses in the SFA district is 20 feet. Cottage clusters shall have a perimeter setback of 10 feet in the MUR-"
or/clackamas/happy-valley,max_height_ft,unheld,same_field,or/clackamas/happy-valley/16.22.residential.txt,1130,16.22.050,25,25,"35,45,65",1,"The detached accessory structure shall have a maximum building height of 25 feet or the building height of the primary dwelling, whichever is less."
or/clackamas/happy-valley,max_height_ft,unheld,same_field,or/clackamas/happy-valley/16.22.residential.txt,1146,16.22.050,20,20,"35,45,65",1,"For structures greater than eight feet and up to 20 feet in height, the minimum side yard setbacks shall be zero on one side and three feet on the other side. The minimum rear yard setback where the r"
or/clackamas/happy-valley,max_height_ft,unheld,same_field,or/clackamas/happy-valley/16.22.residential.txt,1150,16.22.050,20,20,"35,45,65",1,"For structures greater than 20 feet in height, the minimum side yard setbacks shall be zero on one side and five feet on the other side. The minimum rear yard setback where the rear property line abut"
or/clackamas/lake-oswego,min_lot_sqft,unheld,same_field,or/clackamas/lake-oswego/50.04.dimensional.txt,96,50.04.001.1,"3000,5800","3000,5800","1500,7000,7500,10000,15000",4,"3,000 sq. ft. + [(actual lot size – 5,800 sq. ft.) x 0.19]"
or/clackamas/lake-oswego,max_height_ft,unheld,same_field,or/clackamas/lake-oswego/50.04.dimensional.txt,159,50.04.001.1,18,18,"25,28,30,35",1,Height ≤ 18 ft.
or/clackamas/lake-oswego,max_height_ft,unheld,same_field,or/clackamas/lake-oswego/50.04.dimensional.txt,168,50.04.001.1,18,18,"25,28,30,35",1,Height > 18 ft.
or/clackamas/lake-oswego,max_height_ft,unheld,same_field,or/clackamas/lake-oswego/50.04.dimensional.txt,222,50.04.001.1,24,24,"25,28,30,35",8,Lesser of 24 ft. or height of roof form of primary structure
or/clackamas/lake-oswego,max_height_ft,unheld,same_field,or/clackamas/lake-oswego/50.04.dimensional.txt,252,50.04.001.1,50,50,"25,28,30,35",2,"[Cross-References: Height Limitation: see Charter Section 46A for 50 ft. Maximum Height of Structures in Residential Areas; Height Measure: see LOC § 50.04.003.4, General Exception to Structure Height"
or/clackamas/lake-oswego,max_height_ft,unheld,same_field,or/clackamas/lake-oswego/50.04.dimensional.txt,300,50.04.001.1,18,18,"25,28,30,35",1,"An accessory structure = 18 ft. in height shall not exceed a total 800 sq. ft. in size, or the square footage of the footprint of the primary structure, whichever is less. An accessory structure > 18"
or/clackamas/lake-oswego,setback_front_ft,unheld,same_field,or/clackamas/lake-oswego/50.04.dimensional.txt,356,50.04.001.1,18,18,"0,10,20,25",1,On steeply sloped lots the minimum required front yard setback for detached dwellings and middle housing shall be 18 ft.
or/clackamas/lake-oswego,max_height_ft,unheld,same_field,or/clackamas/lake-oswego/50.04.dimensional.txt,617,50.04.001.2,50,50,"25,28,30,35",1,"[Cross-Reference: Height Limitation: see Charter Section 46A for 50 ft. Maximum Height of Structures in Residential Areas; LOC § 50.04.003.4, General Exception to Structure Height Limitations; LOC § 5"
or/clackamas/lake-oswego,max_height_ft,unheld,same_field,or/clackamas/lake-oswego/50.04.dimensional.txt,727,50.04.001.2,18,18,"25,28,30,35",1,"An accessory structure ≤ 18 ft. in height shall not exceed a total of 800 sq. ft. in size or the square footage of the footprint of the primary structure, whichever is less. An accessory structure > 1"
or/clackamas/lake-oswego,setback_front_ft,unheld,same_field,or/clackamas/lake-oswego/50.04.dimensional.txt,770,50.04.001-4,18,18,"0,10,20,25",2,"On steeply sloped lots, the minimum required front yard setback for detached dwellings and middle housing shall be 18 ft."
or/clackamas/milwaukie,min_lot_sqft,unheld,same_field,or/clackamas/milwaukie/19.300.base-zones.txt,480,19.302.4,5000,5000,"1500,3000",1,"All other uses require a minimum lot size of 5,000 sq ft."
or/clackamas/milwaukie,setback_front_ft,unheld,same_field,or/clackamas/milwaukie/19.300.base-zones.txt,514,19.302.4,5,5,20,1,"Table 19.302.4 is supplemented by Figure 19.302.4. For those properties identified in Figure 19.302.4, the minimum front yard setback is 5 ft."
or/clackamas/rivergrove,setback_front_ft,unheld,same_field,or/clackamas/rivergrove/rldo.composite.txt,1044,,"30,3","30,3",25,1,Front Setback - 30 feet. Side Setback - 3 feet
or/clackamas/rivergrove,setback_street_side_ft,unheld,same_field,or/clackamas/rivergrove/rldo.composite.txt,1045,,10,10,15,1,Side Setback (corner lot) - 10 feet.
or/clackamas/rivergrove,setback_rear_ft,unheld,same_field,or/clackamas/rivergrove/rldo.composite.txt,1046,,3,3,25,1,Rear Setback - 3 feet.
or/clackamas/wilsonville,max_height_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,2473,4,20,20,35,1,"ii. no structure, sign or any other object shall exceed 20 feet in height;"
or/clackamas/wilsonville,max_height_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,3678,4,25,25,35,1,4. Building Height. The maximum building height for all structures is 25 feet.
or/clackamas/wilsonville,max_height_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,3783,4.113,25,25,35,1,b. The existing dwelling may be expanded up to a maximum height of 25 feet or a
or/clackamas/wilsonville,min_lot_sqft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,4094,4,1000,1000,"1250,1500,7000,8000,20000",1,"A. Minimum Lot Size. 1,000 square feet for each unit."
or/clackamas/wilsonville,min_frontage_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,4095,4,100,100,"20,30,35,40,80",1,B. Minimum Street Frontage. 100 feet.
or/clackamas/wilsonville,setback_front_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,4096,4,30,30,"12,15,20",1,"C. Front Yard Setback. 30 feet, unless located in the Old Town overlay zone, in which case"
or/clackamas/wilsonville,setback_rear_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,4099,4,30,30,"5,15,20",1,D. Minimum Rear Yard Setback. 30 feet.
or/clackamas/wilsonville,setback_side_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,4100,4,24,24,"0,5,7,10",1,E. Minimum Side Yard Setback. 24 feet.
or/clackamas/wilsonville,max_height_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,4564,4.113,20,20,35,2,exceeding a height of 20 feet; and
or/clackamas/wilsonville,min_frontage_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,4740,4.113,24,24,"20,30,35,40,80",1,F . Lot frontage may be reduced to 24 feet when the lot fronts a cul-de-sac.
or/clackamas/wilsonville,min_lot_sqft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,7245,4,5000,5000,"1250,1500,7000,8000,20000",1,"D. In R-5 sub-districts the minimum lot size for triplexes is 5,000 square feet."
or/clackamas/wilsonville,setback_side_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,7436,4,3.5,3.5,"0,5,7,10",1,"F . For Urban Form Type 1 and 2, side setbacks may be reduced to either: (1) down to a minimum of 3.5 feet for"
or/clackamas/wilsonville,max_height_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,7982,4,12,12,35,1,Ground floor height minimum 12 ft.
or/clackamas/wilsonville,setback_front_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,10013,4,30,30,"12,15,20",1,"Front Setback 30 feet, minimum, except"
or/clackamas/wilsonville,max_height_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,10028,4,24,24,35,1,height of 24 feet;
or/clackamas/wilsonville,max_height_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,10049,4,15,15,35,1,"* The Ground Floor height shall measure 15 feet, minimum from finished floor to"
or/clackamas/wilsonville,max_height_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,10054,4,30,30,35,1,a. For Buildings 30 feet in height (unless lower by adjustment):
or/clackamas/wilsonville,max_height_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,10059,4,30,30,35,1,b. For Buildings between 30 feet and 5 stories in height:
or/clackamas/wilsonville,setback_front_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,10402,4,30,30,"12,15,20",1,C. Front Yard Setback. Thirty (30) feet. Structures on corner or through lots shall observe the
or/clackamas/wilsonville,setback_side_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,10405,4,30,30,"0,5,7,10",1,D. Rear and Side Yard Setback. Thirty (30) feet. Structures on corner or through lots shall
or/clackamas/wilsonville,min_lot_sqft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,10982,4,3000,3000,"1250,1500,7000,8000,20000",1,"complies with section 4.137.2(.05), due to such things as a lot size less than 3,000 square feet,"
or/clackamas/wilsonville,max_height_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,15443,4,24,24,35,1,C. Where a proposed development includes buildings larger than 24 feet in height or greater
or/clackamas/wilsonville,max_height_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,15448,4,50,50,35,1,"no more than 50 feet on center, to break up the length and height of the façade."
or/clackamas/wilsonville,min_lot_sqft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,15998,4.113,10000,10000,"1250,1500,7000,8000,20000",1,"1. Minimum Lot Area: 10,000 square feet."
or/clackamas/wilsonville,min_frontage_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,15999,4.113,100,100,"20,30,35,40,80",1,2. Minimum Street Frontage: 100 feet.
or/clackamas/wilsonville,max_height_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,16001,4,50,50,35,1,4. Maximum Building Height: 50 feet.
or/clackamas/wilsonville,min_frontage_ft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,16040,4,100,100,"20,30,35,40,80",1,4. Minimum Street Frontage: 100 feet.
or/clackamas/wilsonville,min_lot_sqft,unheld,same_field,or/clackamas/wilsonville/4.planning.txt,16042,4,12000,12000,"1250,1500,7000,8000,20000",1,"6. Minimum Lot Size: 12,000 square feet."
or/multnomah/_unincorporated,max_height_ft,unheld,same_field,or/multnomah/_unincorporated/33.110.txt,664,33.110,6,6,"25,30,35",1,d. Water collection cisterns that are 6 feet or less in height;
or/multnomah/_unincorporated,max_height_ft,unheld,same_field,or/multnomah/_unincorporated/33.110.txt,695,33.110,10,10,"25,30,35",1,"be reduced to 10 feet. However, the height limitations of subparagraph c. apply."
or/multnomah/_unincorporated,max_height_ft,unheld,same_field,or/multnomah/_unincorporated/33.110.txt,2006,33.110,16,16,"25,30,35",1,edges on street facing facades may extend up to 16 feet above the height limit. Other mechanical equipment
or/multnomah/_unincorporated,max_height_ft,unheld,same_field,or/multnomah/_unincorporated/33.110.txt,2009,33.110,10,10,"25,30,35",1,to 10 feet above the height limit.
or/multnomah/fairview,setback_rear_ft,unheld,same_field,or/multnomah/fairview/19.115.txt,73,19.115.040,"50,37.5","50,37.5","0,5,8,15",1,b. Detached garages on lots abutting Fairview and Clear Creek shall have rear setbacks in compliance with the environmental setbacks of those creeks; 50 feet and 37.5 feet respectively. Minimum side y
or/multnomah/fairview,max_height_ft,unheld,same_field,or/multnomah/fairview/19.135.txt,78,19.135.030,"7,12.5","7,12.5","35,45",1,"e. Awnings may extend up to four feet into a public right-of-way. Awnings shall have a minimum clearance of 7.0 feet and a maximum height of 12.5 feet. Awning covering material shall be metal, glass,"
or/multnomah/fairview,max_height_ft,unheld,same_field,or/multnomah/fairview/19.135.txt,80,19.135.030,18,18,"35,45",1,"f. Buildings in the “four corners area” of the VMU zone (delineated in Figure V-1, following Chapter 19.155 FMC) shall have a minimum front facade height of 18 feet as measured from the finished stree"
or/multnomah/fairview,max_height_ft,unheld,same_field,or/multnomah/fairview/19.135.txt,88,19.135.030,18,18,"35,45",1,"Building front facade height, as measured from the street grade, shall be no less than 18 feet."
or/multnomah/fairview,setback_front_ft,unheld,same_field,or/multnomah/fairview/19.30.txt,475,19.30.030,30,30,"0,10,20",1,"1. When an existing single-unit dwelling on the same street is located within 30 feet of the subject site, a front yard setback similar to that of the nearest single-unit dwelling shall be used. “Simi"
or/multnomah/fairview,max_height_ft,unheld,same_field,or/multnomah/fairview/19.65.txt,255,19.65.060,15,15,"35,45",1,"2. Across a Local Street or Alley from a Residential Zone. On the portion of the site within 15 feet of a lot line that is across a local street or alley, as identified in the Fairview Transportation"
or/multnomah/gresham,min_lot_width_ft,unheld,same_field,or/multnomah/gresham/4.0100.residential.txt,597,4,50,50,"16,20,25,35,40,42,45,60,70,75,100",1,Lot width at building line (interior and corner lots): 50 feet
or/multnomah/portland,max_height_ft,unheld,same_field,or/multnomah/portland/33.110.txt,664,33.110,6,6,"30,35,45,65,75,100,150",1,d. Water collection cisterns that are 6 feet or less in height;
or/multnomah/portland,max_height_ft,unheld,same_field,or/multnomah/portland/33.110.txt,695,33.110,10,10,"30,35,45,65,75,100,150",1,"be reduced to 10 feet. However, the height limitations of subparagraph c. apply."
or/multnomah/portland,max_height_ft,unheld,same_field,or/multnomah/portland/33.110.txt,1642,33.110,25,25,"30,35,45,65,75,100,150",1,"case, the maximum height allowed is reduced to 25 feet. Adjustments are"
or/multnomah/portland,max_height_ft,unheld,same_field,or/multnomah/portland/33.110.txt,1745,33.110,25,25,"30,35,45,65,75,100,150",1,6. Maximum height. The maximum height allowed is 25 feet. Existing dwelling units that
or/multnomah/portland,max_height_ft,unheld,same_field,or/multnomah/portland/33.110.txt,2006,33.110,16,16,"30,35,45,65,75,100,150",1,edges on street facing facades may extend up to 16 feet above the height limit. Other mechanical equipment
or/multnomah/portland,max_height_ft,unheld,same_field,or/multnomah/portland/33.110.txt,2009,33.110,10,10,"30,35,45,65,75,100,150",1,to 10 feet above the height limit.
or/multnomah/portland,setback_garage_entrance_ft,unheld,same_field,or/multnomah/portland/33.120.txt,1224,33.910,5,5,18,1,"a. In the RM2, RM3, RM4, and RX zone, the garage entrance must be either 5 feet"
or/multnomah/portland,setback_garage_entrance_ft,unheld,same_field,or/multnomah/portland/33.120.txt,1226,33.910,5,5,18,1,"garage entrance is located within 5 feet of the front lot line, it may not be closer"
or/multnomah/portland,max_height_ft,unheld,same_field,or/multnomah/portland/33.130.txt,565,33.130.212,"10,5","10,5","30,35,45,65,75,100,150",1,"feet or less may extend 10 feet above the height limits, or 5 feet above the highest"
or/multnomah/portland,max_height_ft,unheld,same_field,or/multnomah/portland/33.130.txt,575,33.130,4,4,"30,35,45,65,75,100,150",1,railings may extend 4 feet above the height limits.
or/multnomah/portland,max_height_ft,unheld,same_field,or/multnomah/portland/33.130.txt,578,33.130,6,6,"30,35,45,65,75,100,150",1,between individual rooftop decks may extend 6 feet above the height limits if the
or/multnomah/portland,max_height_ft,unheld,same_field,or/multnomah/portland/33.130.txt,589,33.130,10,10,"30,35,45,65,75,100,150",1,the roof area may extend up to 10 feet above the height limits.
or/multnomah/portland,max_height_ft,unheld,same_field,or/multnomah/portland/33.130.txt,606,33.130,5,5,"30,35,45,65,75,100,150",1,"district, base height, step-down height, and bonus height may be increased by 5 feet"
or/multnomah/portland,max_height_ft,unheld,same_field,or/multnomah/portland/33.130.txt,886,33.130,15,15,"30,35,45,65,75,100,150",1,(2) Buildings that are 15 feet or less in height are exempt from the required
or/multnomah/portland,max_height_ft,unheld,same_field,or/multnomah/portland/33.130.txt,1919,33.130,6,6,"30,35,45,65,75,100,150",1,b. Water cisterns that are 6 feet or less in height are allowed in side and rear
or/multnomah/portland,max_height_ft,unheld,same_field,or/multnomah/portland/33.150.txt,499,33.150,"5,10","5,10","30,35,45,65,75,100,150",1,"depth, or diameter of 5 feet or less may extend 10 feet above the height limit, or 5 feet"
or/multnomah/portland,max_height_ft,unheld,same_field,or/multnomah/portland/33.150.txt,502,33.150,4,4,"30,35,45,65,75,100,150",1,2. Parapets and rooftop railings may extend 4 feet above the height limit.
or/multnomah/portland,max_height_ft,unheld,same_field,or/multnomah/portland/33.150.txt,506,33.150,16,16,"30,35,45,65,75,100,150",1,a. Elevator mechanical equipment may extend up to 16 feet above the height
or/multnomah/portland,max_height_ft,unheld,same_field,or/multnomah/portland/33.150.txt,509,33.150,10,10,"30,35,45,65,75,100,150",1,more than 10 percent of the roof area may extend up to 10 feet above the height
or/multnomah/troutdale,setback_street_side_ft,unheld,same_field,or/multnomah/troutdale/3.zoning-districts.txt,318,3,20,20,"0,10",1,5. Street side yard setback is 20 feet if driveway access is taken from street side yard.
or/multnomah/troutdale,setback_street_side_ft,unheld,same_field,or/multnomah/troutdale/3.zoning-districts.txt,340,3,20,20,"0,10",1,2. Street side yard setback is 20 feet if driveway access is taken from street side yard.
or/multnomah/troutdale,max_height_ft,unheld,same_field,or/multnomah/troutdale/3.zoning-districts.txt,777,3.235,1,1,"35,55",1,"b. For each one (1) foot reduction in the minimum setback, the building height"
or/multnomah/troutdale,max_height_ft,unheld,same_field,or/multnomah/troutdale/3.zoning-districts.txt,779,3.235,5,5,"35,55",1,maximum five (5) feet closer to the common property line has a building height
or/multnomah/wood-village,max_height_ft,unheld,same_field,or/multnomah/wood-village/235.300.txt,81,235.300,25,25,"35,45",1,"(2)For sites abutting a light residential zone or abutting right-of-way adjacent to a light residential zone, the maximum height is twenty-five (25) feet within the first twenty-five (25) feet from th"
or,max_height_ft,unheld,read_section,or/oar.660-046-0220.txt,61,660-046-0220,25,25,,1,"Height: A Large City may not apply lower maximum height standards than those applicable to detached single-family dwellings in the same zone, except a maximum height may not be less than 25 feet or tw"
or/clackamas/_unincorporated,min_lot_sqft,unheld,read_section,or/clackamas/_unincorporated/zdo.315.txt,1086,315.04,"3630,2420","3630,2420",7000,1,"12 For a townhouse, the minimum lot size is 3,630 square feet in the MR-1 District and 2,420 square feet in the MR-2 District unless, as part of an application filed pursuant to Section 1105, Subdivis"
or/clackamas/_unincorporated,min_lot_sqft,unheld,read_section,or/clackamas/_unincorporated/zdo.315.txt,1535,315.04,3630,3630,7000,1,"[1] The minimum lot size for a lot developed with a detached single-family dwelling classified as a nonconforming use is 3,630 square feet."
or/clackamas/_unincorporated,min_lot_sqft,unheld,read_section,or/clackamas/_unincorporated/zdo.315.txt,1537,315.04,2420,2420,7000,1,"[2] The minimum lot size for a lot developed with a detached single-family dwelling classified as a nonconforming use is 2,420 square feet."
or/clackamas/_unincorporated,setback_rear_ft,unheld,read_section,or/clackamas/_unincorporated/zdo.845.txt,137,845.04,10,10,"15,20",1,7 Minimum Setbacks: The minimum front and rear setbacks are 10 feet. The minimum side setback is five feet.
or/clackamas/lake-oswego,min_lot_sqft,unheld,read_section,or/clackamas/lake-oswego/50.04.dimensional.txt,553,50.04.001.2,"2750,6000","2750,6000","1500,7000,7500,10000,15000",4,"2,750 sq. ft. + [(actual lot size – 6,000 sq. ft.) x 0.19]"
or/clackamas/lake-oswego,min_lot_sqft,unheld,read_section,or/clackamas/lake-oswego/50.04.dimensional.txt,558,50.04.001.2,"2850,5000","2850,5000","1500,7000,7500,10000,15000",1,"2,850 sq. ft. + [(actual lot size – 5,000 sq. ft.) x 0.28]"
or/clackamas/lake-oswego,min_lot_sqft,unheld,read_section,or/clackamas/lake-oswego/50.04.dimensional.txt,566,50.04.001.2,"2850,5000","2850,5000","1500,7000,7500,10000,15000",1,"2,850 sq. ft. + [(actual lot size – 5,000 sq. ft.) x 0.48]"
or/clackamas/lake-oswego,max_height_ft,unheld,read_section,or/clackamas/lake-oswego/50.04.dimensional.txt,788,50.04.001-5,10,10,"25,28,30,35",1,[1] < 600 sq. ft. and with walls < 10 ft. in height below the eave.
or/clackamas/lake-oswego,max_height_ft,unheld,read_section,or/clackamas/lake-oswego/50.04.dimensional.txt,805,50.04.001-6,18,18,"25,28,30,35",1,Structures ≤ 18 ft. in height Structures > 18 ft. in height
or/clackamas/lake-oswego,max_height_ft,unheld,read_section,or/clackamas/lake-oswego/50.04.dimensional.txt,1099,50.04.001-9,"40,50","40,50","25,28,30,35",2,"Two or more: 40 ft. average, with no individual primary structure exceeding 50 ft. base building height."
or/clackamas/lake-oswego,max_height_ft,unheld,read_section,or/clackamas/lake-oswego/50.04.dimensional.txt,1121,50.04.001-9,60,60,"25,28,30,35",1,"In the R-5 zone, a structure shall not exceed the base height standards set forth in subsection 2.g.i(2) of this section if the structure is closer than 60 ft. to a lot carrying a residential designat"
or/clackamas/lake-oswego,max_height_ft,unheld,read_section,or/clackamas/lake-oswego/50.04.dimensional.txt,1167,50.04.001-9,"40,50","40,50","25,28,30,35",1,"Average height may increase to 40 ft. over the entire site, with no individual structure exceeding 50 ft., in the following circumstances:"
or/clackamas/lake-oswego,max_height_ft,unheld,read_section,or/clackamas/lake-oswego/50.04.dimensional.txt,1661,50.04.001-13,60,60,"25,28,30,35",1,"In the R-0 or R-3, a structure shall not exceed the base height standards set forth in subsection 3.f.ii of this section if the structure is closer than 60 ft. to a lot carrying a residential designat"
or/clackamas/milwaukie,min_frontage_ft,unheld,read_section,or/clackamas/milwaukie/12.16.access-management.txt,190,12.16.040,50,50,,1,"For lots with one street frontage on a local street and/or neighborhood route, one additional accessway may be granted where the driveway approaches can be spaced fifty (50) feet apart, upon review an"
or/clackamas/milwaukie,max_units,unheld,read_section,or/clackamas/milwaukie/12.16.access-management.txt,264,12.16.040,8,8,,1,Multi-unit residential or cottage cluster developments with between five (5) and eight (8) units must have a minimum driveway apron width of sixteen (16) feet on local or neighborhood streets and twen
or/clackamas/milwaukie,max_units,unheld,read_section,or/clackamas/milwaukie/12.16.access-management.txt,268,12.16.040,8,8,,1,"Multi-unit residential or cottage cluster developments with more than eight (8) dwelling units, and off-street parking areas with sixteen (16) or more spaces, must have a minimum driveway apron width"
or/clackamas/milwaukie,max_coverage_pct,unheld,read_section,or/clackamas/milwaukie/19.300.base-zones.txt,544,19.302.5,10,10,"30,35,45,50",1,"The maximum lot coverage percentage in Subsection 19.302.4 is increased by 10 percentage points for development of an addition to an existing single detached dwelling or an accessory structure, provid"
or/clackamas/milwaukie,max_coverage_pct,unheld,read_section,or/clackamas/milwaukie/19.300.base-zones.txt,548,19.302.5,10,10,"30,35,45,50",1,"The maximum lot coverage percentage in Subsection 19.302.4 is increased by 10 percentage points for development of a middle housing dwelling (except for townhouses and cottage clusters), an addition t"
or/clackamas/milwaukie,max_coverage_pct,unheld,read_section,or/clackamas/milwaukie/19.300.base-zones.txt,559,19.302.5,5,5,"30,35,45,50",1,The maximum lot coverage percentage in Subsection 19.302.4.B.4 is increased by a total of 5 percentage points for the development of new detached or attached accessory dwelling units. This allowance a
or/clackamas/milwaukie,max_height_ft,unheld,read_section,or/clackamas/milwaukie/19.300.base-zones.txt,579,19.302.5,10,10,"35,45",1,"An additional 10 ft of building height may be permitted in excess of the required maximum standard. For the additional 10 ft in building height, an additional 10% of site area beyond the minimum is re"
or/clackamas/milwaukie,max_units,unheld,read_section,or/clackamas/milwaukie/19.500.supplementary.txt,1469,19.505.3,5,5,,1,"a. For buildings with more than 5 dwelling units, a minimum of 10% of the gross site area, or 750 sq ft, whichever is greater, shall be designated as common open space."
or/clackamas/milwaukie,min_frontage_ft,unheld,read_section,or/clackamas/milwaukie/19.500.supplementary.txt,1493,19.505.3,10,10,,1,"c. For sites not on an arterial street, at least 50% of a site's street frontage, excluding driveways, shall be occupied by buildings that are located no further than 10 ft from the required setback l"
or/clackamas/milwaukie,min_frontage_ft,unheld,read_section,or/clackamas/milwaukie/19.500.supplementary.txt,1494,19.505.3,20,20,,1,"d. For sites on an arterial street, at least 50% of a site's street frontage, excluding driveways, shall be occupied by buildings that are located no further than 20 ft from the required setback line."
or/clackamas/milwaukie,max_height_ft,unheld,read_section,or/clackamas/milwaukie/19.500.supplementary.txt,1531,19.505.3,6,6,"35,45",1,"c. On sites with a side or rear lot line that abuts an R-MD Zone, landscaping, or a combination of fencing and landscaping, shall be used to provide a sightobscuring screen 6 ft high along the abuttin"
or/clackamas/milwaukie,max_height_ft,unheld,read_section,or/clackamas/milwaukie/19.500.supplementary.txt,1571,19.505.3,30,30,"35,45",1,"b. Where windows on a multi-unit development are within 30 ft of windows on adjacent residences, windows on the multi-unit development shall be offset so the panes do not overlap windows on adjacent r"
or/clackamas/milwaukie,open_space_min_pct,unheld,read_section,or/clackamas/milwaukie/19.500.supplementary.txt,1577,19.505.3,70,70,,1,a. At least 70% of the street or common open space frontage shall be visible from the following areas on 1 or more dwelling units: a front door; a ground-floor window (except a garage window); or a se
or/clackamas/milwaukie,min_lot_width_ft,unheld,read_section,or/clackamas/milwaukie/19.500.supplementary.txt,2336,19.505.5,25,25,"20,30,50,60",1,"On townhouse lots with a lot width of 25 ft or less, there is no required side yard between an accessory structure and a side lot line abutting a townhouse lot. All other accessory structure regulatio"
or/clackamas/rivergrove,max_height_ft,unheld,read_section,or/clackamas/rivergrove/rldo.composite.txt,872,,12,12,,1,height for each 12 feet in width;
or/clackamas/rivergrove,max_height_ft,unheld,read_section,or/clackamas/rivergrove/rldo.composite.txt,1058,,35,35,,1,(a) No new residential structure may exceed 35 feet in height (not including the height
or/clackamas/rivergrove,max_height_ft,unheld,read_section,or/clackamas/rivergrove/rldo.composite.txt,1061,,20,20,,1,(b) No new accessory structures may exceed 20 feet in height.
or/clackamas/rivergrove,min_frontage_ft,unheld,read_section,or/clackamas/rivergrove/rldo.composite.txt,1549,,25,25,,1,(c) The partition contains a parcel having 25 feet or less street frontage;
