layer,field,verdict,nearness,path,line,section,stated,novel,held,repeats,text
or/clackamas/milwaukie,max_height_ft,unheld,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,2800,19.507.3,3,3,"35,45",1,"Only one sign is permitted on any property with an approved home occupation. The sign shall not exceed 4 sq ft in area, shall not be illuminated, shall not exceed 3 ft in height, and shall not be loca"
or/clackamas/milwaukie,max_height_ft,unheld,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,3099,19.508.4,15,15,"35,45",1,"At least 75% of the ground-floor height must be at least 15 ft, as measured from the finished floor to the ceiling, or from the finished floor to the bottom of the structure above (as in a multistory"
or/clackamas/milwaukie,max_height_ft,unheld,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,3757,19.508.4,"5,10","5,10","35,45",1,"Height modulation element such as tower, turret or cupola, defined as an architectural feature that projects a minimum of 5 ft and maximum of 10 ft above the surrounding building, with a minimum width"
or/clackamas/milwaukie,max_height_ft,unheld,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,3761,19.508.4,2,2,"35,45",1,"Corner offset projecting at least 2 ft from the main façade and extending at least 10 linear ft on both sides of the corner, incorporating distinctive materials compared to the main façade and extendi"
or/clackamas/milwaukie,max_height_ft,unheld,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,3851,19.508.4,4,4,"35,45",1,Vertical offset of height along the façade by minimum of 4 ft.
or/clackamas/milwaukie,max_height_ft,unheld,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,3855,19.508.4,"2,4","2,4","35,45",1,Dormer or other projecting element along or within 2 ft of the façade with minimum 4-ft height and 4-ft width.
or/clackamas/milwaukie,max_height_ft,unheld,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,4093,19.508.4,16,16,"35,45",1,"If visible from public street view, elevator mechanical equipment or a mechanical penthouse may not extend above the height limit by more than 16 ft, and must use a consistent exterior building materi"
or/clackamas/milwaukie,max_coverage_pct,unheld,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,4633,19.511,10,10,"30,35,45,50",1,Maximum lot coverage: up to 10 percentage points increase over the base maximum.
or/clackamas/milwaukie,parking_min_per_unit,unheld,unread_section,or/clackamas/milwaukie/19.600.parking.txt,489,19.606.1,5,5,,1,Drive aisles shall be required in parking areas greater than 5 spaces. Drive aisles shall meet the minimum width standards of Subsection 19.606.1. Where a drive aisle or portion thereof does not abut
or/clackamas/oregon-city,max_height_ft,unheld,unread_section,or/clackamas/oregon-city/17.zoning.txt,3542,17.04.1340,4.5,4.5,35,1,a height 4.5 feet above the ground level at the base of the
or/clackamas/oregon-city,setback_front_max_ft,unheld,unread_section,or/clackamas/oregon-city/17.zoning.txt,4598,17.12.040,20,20,,1,Maximum front yard setback 20 feet
or/clackamas/oregon-city,setback_rear_ft,unheld,unread_section,or/clackamas/oregon-city/17.zoning.txt,4607,17.12.040,10,10,20,1,"Minimum rear yard setback 10 feet 1 , except"
or/clackamas/oregon-city,max_height_ft,unheld,unread_section,or/clackamas/oregon-city/17.zoning.txt,15625,17.54.100,3.5,3.5,35,1,3.5 feet in total height as measured from the finished
or/clackamas/oregon-city,max_height_ft,unheld,unread_section,or/clackamas/oregon-city/17.zoning.txt,15639,17.54.100,8.5,8.5,35,1,finished grade) 8.5 feet in height from the finished
or/clackamas/oregon-city,max_height_ft,unheld,unread_section,or/clackamas/oregon-city/17.zoning.txt,15677,17.54.100,5,5,35,1,3. 5 feet in total height.
or/clackamas/tualatin,min_lot_sqft,unheld,unread_section,or/clackamas/tualatin/36.400-420.lot-dimensions.txt,58,36.125,5000,5000,"1400,4500,6500",1,"(a) RL Zone. The minimum lot size may be reduced to 5,000 square feet if:"
or/clackamas/tualatin,min_lot_width_ft,unheld,unread_section,or/clackamas/tualatin/36.400-420.lot-dimensions.txt,96,36.420,30,30,"0,50",1,(b) Have an average lot width of at least 30 feet;
or/clackamas/tualatin,max_coverage_pct,unheld,unread_section,or/clackamas/tualatin/36.400-420.lot-dimensions.txt,99,36.420,45,45,"60,75",1,(d) Have a maximum building coverage of 45 percent;
or/clackamas/west-linn,max_height_ft,unheld,unread_section,or/clackamas/west-linn/25.willamette-historic.txt,168,25.040,10,10,"35,40",1,"16. Accessory structures. Construction of accessory structures under 120 square feet and 10 feet in height (greenhouses, storage sheds, jacuzzis, spas, structures, gazebos, etc.) in a side or rear yar"
or/clackamas/west-linn,max_height_ft,unheld,unread_section,or/clackamas/west-linn/41.steep-lots.txt,61,41.020,"45,50","45,50","35,40",1,"2. The total building height does not exceed 45 feet, as measured from the lowest grade at a point five feet downhill from the rear of the building (or 50 feet in the R-15, R-20, and R-40 zones); and"
or/clackamas/west-linn,max_height_ft,unheld,unread_section,or/clackamas/west-linn/41.steep-lots.txt,63,41.020,24,24,"35,40",1,3. The building height does not project more than 24 feet above the average grade of the street.
or/clackamas/west-linn,max_height_ft,unheld,unread_section,or/clackamas/west-linn/41.steep-lots.txt,69,41.020,"45,50","45,50","35,40",1,"2. The total building height does not exceed 45 feet, as measured from a point five feet downhill from the front of the building (or 50 feet in the R-15, R-20, and R-40 zones)."
or/clackamas/west-linn,max_height_ft,unheld,unread_section,or/clackamas/west-linn/41.steep-lots.txt,83,41.040,50,50,"35,40",1,The height of a place of worship or governmental building may be built to a maximum height of 50 feet provided:
or/clackamas/wilsonville,min_lot_sqft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,4335,4.163,30000,30000,"1250,1500,7000,8000,20000",1,"A. Minimum Lot Size: 30,000 square feet."
or/clackamas/wilsonville,setback_rear_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,4336,4.163,30,30,"5,15,20",1,B. Minimum Front and Rear Yard Setbacks: 30 feet.
or/clackamas/wilsonville,min_frontage_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,4346,4.120,75,75,"20,30,35,40,80",1,"C. Minimum Street Frontage: 75 feet. A reduced street frontage may be approved, based on a"
or/clackamas/wilsonville,setback_front_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,11089,4.137.2,12.5,12.5,"12,15,20",1,1. A front yard setback may be reduced to not less than 12.5 feet.
or/clackamas/wilsonville,setback_rear_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,11090,4.137.2,12.5,12.5,"5,15,20",1,"2. A rear yard setback may be reduced to not less than 7.5 to 12.5 feet, depending on"
or/clackamas/wilsonville,setback_side_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,11092,4.137.2,5.5,5.5,"0,5,7,10",1,"3. A side yard setback may be reduced to not less than 2.5 to 5.5 feet, depending on"
or/clackamas/wilsonville,setback_front_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,11095,4.137.2,7.5,7.5,"12,15,20",1,1. A front yard setback may be reduced to not less than 7.5 feet.
or/clackamas/wilsonville,setback_rear_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,11096,4.137.2,7.5,7.5,"5,15,20",1,2. A rear yard setback may be reduced to not less than 7.5 feet.
or/clackamas/wilsonville,setback_side_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,11097,4.137.2,3.5,3.5,"0,5,7,10",1,"3. A side yard setback may be reduced to not less than 2.5 or 3.5 feet, depending on"
or/clackamas/wilsonville,max_height_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,13956,4.156.05,30,30,35,1,exempt flag may be more than 30 feet in height.
or/clackamas/wilsonville,min_frontage_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,14092,4.156.07,200,200,"20,30,35,40,80",1,same street frontage located at least 200 feet apart.
or/clackamas/wilsonville,max_height_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,14109,4.156.08,20,20,35,1,B. The allowed height above ground of a freestanding or ground mounted sign is 20 feet except
or/clackamas/wilsonville,max_height_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,15460,4.176,12,12,35,1,b. Evergreen trees: Minimum height of 12 feet.
or/clackamas/wilsonville,max_height_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,15475,4.176,50,50,35,1,"a. Trees over 50 feet mature height: Quercus garryana (Native Oregon White Oak),"
or/clackamas/wilsonville,max_height_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,15481,4.176,50,50,35,1,"b. Trees under 50 feet mature height: Acer rubrum (Red Sunset Maple), Cornus"
or/clackamas/wilsonville,setback_side_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,16011,4.184,50,50,"0,5,7,10",1,"2. Front, Rear and Side Yard Setbacks: A minimum of 50 feet."
or/clackamas/wilsonville,max_height_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,18595,4.801,50,50,35,1,maximum height allowed in the right-of-way is 50 feet.
or/clackamas/wilsonville,max_height_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,18817,4.199,200,200,35,1,compatible with the existing structure. Towers more than 200 feet in height shall be
or/clackamas/wilsonville,max_height_ft,unheld,unread_section,or/clackamas/wilsonville/4.planning.txt,18844,4.803,20,20,35,1,guy wires shall be of a kind that would not exceed 20 feet in height and would not affect
or/multnomah/_unincorporated,max_height_ft,unheld,unread_section,or/multnomah/_unincorporated/33.100.txt,186,33.100.200,1,1,"25,30,35",1,from all property lines a minimum of 1 foot for each foot of building height.
or/multnomah/_unincorporated,max_height_ft,unheld,unread_section,or/multnomah/_unincorporated/33.110.txt,554,33.110.270,3,3,"25,30,35",1,"width, depth, or diameter of 3 feet or less may extend above the height limit, as long"
or/multnomah/_unincorporated,max_height_ft,unheld,unread_section,or/multnomah/_unincorporated/33.110.txt,595,33.110.270,23,23,"25,30,35",1,"average slope of 20 percent or greater, the height limit is the higher of either 23 feet"
or/multnomah/_unincorporated,max_height_ft,unheld,unread_section,or/multnomah/_unincorporated/33.110.txt,985,33.110.250,6,6,"25,30,35",1,a. Water collection cisterns that are 6 feet or less in height are allowed in required
or/multnomah/_unincorporated,max_height_ft,unheld,unread_section,or/multnomah/_unincorporated/33.110.txt,1978,33.815.040,50,50,"25,30,35",1,Maximum Height [3] 50 ft.
or/multnomah/_unincorporated,max_height_ft,unheld,unread_section,or/multnomah/_unincorporated/33.110.txt,1979,33.815.040,"1,2","1,2","25,30,35",1,"Minimum Building Setbacks [2] 1 ft. back for every 2 ft. of bldg. height, but in no"
or/multnomah/_unincorporated,setback_front_ft,unheld,unread_section,or/multnomah/_unincorporated/33.110.txt,2030,33.110.275,2,2,"10,15,20,30",1,1. Front building setbacks. Fences up to 3-1/2 feet high are allowed in required front
or/multnomah/_unincorporated,setback_rear_ft,unheld,unread_section,or/multnomah/_unincorporated/33.110.txt,2039,33.110.275,8,8,"5,10,15,30",1,a. Fences up to 8 feet high are allowed in required side or rear building setbacks
or/multnomah/_unincorporated,setback_front_ft,unheld,unread_section,or/multnomah/_unincorporated/33.110.txt,2059,33.110.275,8,8,"10,15,20,30",1,"c. Fences up to 8 feet high are allowed in the required front building setback,"
or/multnomah/_unincorporated,setback_rear_ft,unheld,unread_section,or/multnomah/_unincorporated/33.110.txt,2061,33.110.275,8,8,"5,10,15,30",1,d. Fences up to 8 feet high are allowed in all other side or rear building setbacks.
or/multnomah/_unincorporated,max_height_ft,unheld,unread_section,or/multnomah/_unincorporated/33.110.txt,2105,33.110.280,4,4,"25,30,35",1,1. Retaining walls are limited to 4 feet in height measured from the bottom of the
or/multnomah/_unincorporated,max_height_ft,unheld,unread_section,or/multnomah/_unincorporated/33.140.txt,559,33.140.210,"10,5","10,5","25,30,35",1,"10 feet above the height limit, or 5 feet above the highest point of the roof, whichever"
or/multnomah/_unincorporated,max_height_ft,unheld,unread_section,or/multnomah/_unincorporated/33.140.txt,562,33.140.210,4,4,"25,30,35",1,2. Parapets and rooftop railings may extend 4 feet above the height limit.
or/multnomah/_unincorporated,max_height_ft,unheld,unread_section,or/multnomah/_unincorporated/33.140.txt,566,33.140.210,16,16,"25,30,35",1,a. Elevator mechanical equipment may extend up to 16 feet above the height
or/multnomah/_unincorporated,max_height_ft,unheld,unread_section,or/multnomah/_unincorporated/33.140.txt,569,33.140.210,10,10,"25,30,35",1,more than 10 percent of the roof area may extend up to 10 feet above the height
or/multnomah/_unincorporated,max_height_ft,unheld,unread_section,or/multnomah/_unincorporated/33.140.txt,1392,33.140.270,6,6,"25,30,35",1,b. Water cisterns that are 6 feet or less in height are allowed in side and rear
or/multnomah/_unincorporated,max_height_ft,unheld,unread_section,or/multnomah/_unincorporated/39.cfu.txt,1551,39.4110,2,2,"25,30,35",1,than 2 feet in height.
or/multnomah/_unincorporated,min_lot_sqft,unheld,unread_section,or/multnomah/_unincorporated/39.lr-10.txt,4,39.4868,10000,10000,"1,5,20,80,3000,4000,4200,4500,5000,6000,12000",1,"lot size of 10,000 square feet for one dwelling."
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.106.txt,688,19.106.050,"100,70","100,70","35,45",1,"B. Within the 100-foot protected area along Fairview Creek, development and resource alteration, other than mitigation or enhancement, will be prohibited within 70 feet of the corridor centered on the"
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.110.txt,49,19.110.035,12,12,"35,45",1,b. Height shall be a maximum of 12 feet above grade.
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.110.txt,57,19.110.035,15,15,"35,45",1,f. Base Dimension. The base/foundation dimensions shall not exceed 36 inches in depth or 15 feet in width and shall be no less than 18 inches or more than 24 inches in height.
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.13.definitions.txt,123,19.13.020,10,10,"35,45",1,2. An elevation 10 feet higher than the lowest grade when the sidewalk or ground surface described in subsection (1) of this definition is more than 10 feet above the lowest grade. The height of a ste
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.130.txt,59,19.130.040,"55,70","55,70","35,45",1,A. Height. Buildings within this zone may not exceed 55 feet in height and tower elements shall not exceed 70 feet.
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.140.txt,57,19.140.020,20,20,"35,45",1,C. Pedestrian ways shall be illuminated throughout the length with pedestrian scale lighting not to exceed 20 feet in height having a minimum of 0.5 foot-candle power average illumination and oriented
or/multnomah/fairview,open_space_min_pct,unheld,unread_section,or/multnomah/fairview/19.140.txt,151,19.140.100,"50,25","50,25",,1,Windows must occupy at least 50 percent of the length and 25 percent of the ground level wall area. Ground level wall areas include all exterior wall areas up to nine feet above the finished grade. Th
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.163.txt,237,19.163.050,12,12,"35,45",1,"D. Fences – Recreational Courts. Any recreational court, with the consent of the planning commission, may be enclosed by a wire fence not to exceed 12 feet in height; provided, that no part of the cou"
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.163.txt,247,19.163.050,10,10,"35,45",1,2. The electric fence shall not exceed 10 feet in height and shall be completely surrounded by a nonelectric fence or wall a minimum of six feet in height.
or/multnomah/fairview,setback_garage_entrance_ft,unheld,unread_section,or/multnomah/fairview/19.30.txt,785,19.30.060,20,20,,1,d. Garage doors for attached and detached individual garages must not exceed 20 feet in width.
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.30.txt,829,19.30.080,20,20,"35,45",1,"3. Building Height. The building height of detached accessory dwellings (i.e., separate cottages) shall not exceed 20 feet, as measured in accordance with FMC 19.13.020, except ADUs located above a de"
or/multnomah/fairview,setback_side_ft,unheld,unread_section,or/multnomah/fairview/19.30.txt,885,19.30.080,10,10,"0,5,15",1,"vii. Accessory structures situated on a corner lot and detached from the main building shall have a minimum side yard setback of 10 feet, except for accessory structures where private vehicles are sto"
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.30.txt,891,19.30.080,10,10,"35,45",1,i. If located within five feet of the property line accessory structures shall be no more than 10 feet in height.
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.30.txt,893,19.30.080,20,20,"35,45",1,"ii. If located at five feet or more, but less than the setback required for the principal structure, the building may be as tall as the main building or 20 feet in height, whichever is less."
or/multnomah/fairview,open_space_min_pct,unheld,unread_section,or/multnomah/fairview/19.30.txt,925,19.30.090,10,10,,1,"1. Common Open Space. Inclusive of required yard setbacks, a minimum of 10 percent of the site area shall be designated and permanently reserved as usable common open space in all multiple-unit develo"
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.65.txt,273,19.65.070,10,10,"35,45",1,C. Height Bonus Options. A height bonus of 10 feet in addition to the base height identified in FMC 19.65.060 is allowed as identified in Table 19.65.070. A maximum of two height bonus options may be
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.65.txt,408,19.65.090,12,12,"35,45",2,"Ground Floor Height. For ground floor commercial space in new buildings, the distance from the finished floor to the bottom of the ceiling structure above must be at least 12 feet. For ground floor ar"
or/multnomah/fairview,open_space_min_pct,unheld,unread_section,or/multnomah/fairview/19.65.txt,617,19.65.090,20,20,,1,Up to 20 percent of the outdoor area may be landscaped to the standards of FMC 19.163.030(E)(1).
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.65.txt,620,19.65.090,15,15,"35,45",1,"Additional Ground Floor Height. For ground floor commercial space in new buildings, the distance from the finished floor to the bottom of the ceiling structure above must be at least 15 feet. For grou"
or/multnomah/fairview,max_coverage_pct,unheld,unread_section,or/multnomah/fairview/19.70.txt,98,19.70.040,100,100,"50,60,65,75",1,"There are no maximum lot coverage or floor area ratio requirements, except that compliance with other sections of this code may preclude full (100 percent) lot coverage for some land uses. (Ord. 9-201"
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.70.txt,128,19.70.060,55,55,"35,45",1,"C. Performance Option. The allowable building height may be increased to 55 feet, when approved as part of a conditional use permit. The development approval may require additional setbacks, stepping-"
or/multnomah/fairview,setback_rear_ft,unheld,unread_section,or/multnomah/fairview/19.80.txt,88,19.80.030,20,20,"0,5,8,15",1,"B. Rear Setbacks. There is no required rear setback, except that buildings shall be setback from the residential district by a minimum of 20 feet."
or/multnomah/fairview,setback_side_ft,unheld,unread_section,or/multnomah/fairview/19.80.txt,90,19.80.030,20,20,"0,5,15",1,"C. Side Setbacks. There are no required side setbacks, except that buildings shall be set back from the residential district by a minimum of 20 feet."
or/multnomah/fairview,max_coverage_pct,unheld,unread_section,or/multnomah/fairview/19.80.txt,102,19.80.040,85,85,"50,60,65,75",1,The maximum allowable lot coverage in the light industrial district is 85 percent. The maximum allowable lot coverage is computed by calculating the total area covered by buildings and impervious (pav
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.80.txt,110,19.80.050,55,55,"35,45",1,"B. Performance Option. The allowable building height may be increased to 55 feet, when approved as part of a conditional use permit. The development approval may require additional setbacks, stepping-"
or/multnomah/fairview,max_coverage_pct,unheld,unread_section,or/multnomah/fairview/19.85.txt,137,19.85.040,85,85,"50,60,65,75",1,The maximum allowable lot coverage in the general industrial district is 85 percent. The maximum allowable lot coverage is computed by calculating the total area covered by buildings and impervious (p
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.85.txt,157,19.85.060,55,55,"35,45",1,"B. Performance Option. The allowable building height may be increased to 55 feet, when approved as part of a conditional use permit. The development approval may require additional setbacks, stepping-"
or/multnomah/fairview,max_coverage_pct,unheld,unread_section,or/multnomah/fairview/19.85.txt,187,19.85.070,90,90,"50,60,65,75",1,1. Lot Coverage. The maximum allowable lot coverage in the general industrial district is 90 percent. The maximum allowable lot coverage is computed by calculating the total area covered by buildings
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.85.txt,191,19.85.070,60,60,"35,45",1,"a. Base Requirement. Buildings shall be no more than 60 feet in height, and shall comply with the building setback/height standards in FMC 19.85.030, unless subject to additional standards in the airp"
or/multnomah/fairview,max_height_ft,unheld,unread_section,or/multnomah/fairview/19.85.txt,193,19.85.070,70,70,"35,45",1,"b. Performance Option. The allowable building height may be increased to 70 feet, when approved as part of a conditional use permit. The development approval may require additional setbacks, stepping-"
or/multnomah/gresham,max_units,unheld,unread_section,or/multnomah/gresham/10.1700.affordable.txt,136,10.1711,16,16,,1,16 units per acre or fewer 200% 12 ft
or/multnomah/gresham,max_units,unheld,unread_section,or/multnomah/gresham/10.1700.affordable.txt,137,10.1711,45,45,,1,16.1 to 45 units per acre 150% 24 ft
or/multnomah/gresham,max_units,unheld,unread_section,or/multnomah/gresham/10.1700.affordable.txt,138,10.1711,45.1,45.1,,1,45.1 units per acre or more 125% 36 ft
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/3.0100.definitions.txt,1109,3,6,6,"35,40,45,50,85",1,• Portions of attics where the finished ceiling height is less than 6 feet 8 inches;
or/multnomah/gresham,min_lot_sqft,unheld,unread_section,or/multnomah/gresham/3.0100.definitions.txt,2500,3.0150,1000,1000,"1500,3000,3600,4000,5000,7000,7200,8000,10000,11000",1,"Clear Cutting. Any tree removal which leaves fewer than an average of 1 tree per 1,000 square feet of lot area,"
or/multnomah/gresham,min_lot_sqft,unheld,unread_section,or/multnomah/gresham/3.0100.definitions.txt,2502,3.0150,1000,1000,"1500,3000,3600,4000,5000,7000,7200,8000,10000,11000",1,"an average of 1 tree per 1,000 square feet of lot area at the time development is proposed, except for sites"
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/3.0100.definitions.txt,2510,3.0150,4.5,4.5,"35,40,45,50,85",1,Diameter Breast Height (DBH). The diameter measurement of the trunk or stem of a tree at a height 4.5 feet
or/multnomah/gresham,max_units,unheld,unread_section,or/multnomah/gresham/4.0100.residential.txt,59,4.0110,6.22,6.22,,1,density of 6.22 units per acre is required.
or/multnomah/gresham,max_units,unheld,unread_section,or/multnomah/gresham/4.0100.residential.txt,67,4.0111,4.35,4.35,,1,density of 4.35 units per acre is required.
or/multnomah/gresham,max_units,unheld,unread_section,or/multnomah/gresham/4.0100.residential.txt,75,4.0112,25,25,,1,"townhouses of 25 units per acre. For all subdivisions, and for those partitions of parent parcels greater than"
or/multnomah/gresham,max_units,unheld,unread_section,or/multnomah/gresham/4.0100.residential.txt,89,4.0113,18.15,18.15,,1,"net density for single detached units is 6.22 to 14.52 or 18.15 units per acre, depending on site size, and 25"
or/multnomah/gresham,max_units,unheld,unread_section,or/multnomah/gresham/4.0100.residential.txt,95,4.0114,12.1,12.1,,1,"single detached dwellings of 12.1 units per acre, manufactured dwelling parks at a maximum net density of"
or/multnomah/gresham,max_units,unheld,unread_section,or/multnomah/gresham/4.0100.residential.txt,96,4.0114,"8.71,25","8.71,25",,1,"8.71 units per acre, and townhouses at a maximum net density of 25 units per acre . Manufactured dwelling"
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.0100.residential.txt,631,4.0140,6,6,"35,40,45,50,85",1,b. Ground-mounted. Systems shall not exceed 6 feet in height.
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.0100.residential.txt,636,4.0140,10,10,"35,40,45,50,85",1,frames shall not exceed 10 feet above the roof height on which the system is installed.
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.0100.residential.txt,639,4.0140,20,20,"35,40,45,50,85",1,b. Ground-mounted. Ground-mounted solar energy systems shall not exceed 20 feet in height.
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.0100.residential.txt,666,4.0141,10,10,"35,40,45,50,85",1,and shall not exceed 10 feet above the height of the roof on which the system is installed.
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.0100.residential.txt,669,4.0141,10,10,"35,40,45,50,85",1,a. Roof-top. The height of roof-top wind energy systems shall not exceed a value equal to 10 feet
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.0200.commercial.txt,194,4.0231,65,65,"35,40,45,50,85",1,"systems are provided, the building height can be increased to sixty-five (65) feet."
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.0200.commercial.txt,218,4.0232,10,10,"35,40,45,50,85",1,frames shall not exceed 10 feet above the roof height on which the system is installed.
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.0200.commercial.txt,221,4.0232,20,20,"35,40,45,50,85",1,2. Ground-mounted. Ground-mounted solar energy systems shall not exceed 20 feet in height.
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.0200.commercial.txt,233,4.0233,60,60,"35,40,45,50,85",1,energy system installed on its roof for a total height of 60 feet from the ground to top of the wind
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.0300.industrial.txt,317,4.0332,20,20,"35,40,45,50,85",1,2. Ground-mounted. Ground-mounted solar energy systems shall not exceed 20 feet in height.
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.0300.industrial.txt,330,4.0333,110,110,"35,40,45,50,85",1,2. Ground-mounted. Ground-mounted wind energy systems shall not exceed 110 feet in height.
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.0400.corridor.txt,667,4.0442,10,10,"35,40,45,50,85",1,frames shall not exceed 10 feet above the roof height on which the system is installed.
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.0400.corridor.txt,670,4.0442,20,20,"35,40,45,50,85",1,2. Ground-mounted. Ground-mounted solar energy systems shall not exceed 20 feet in height.
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.0400.corridor.txt,686,4.0443,105,105,"35,40,45,50,85",1,on its roof for a total height of 105 feet from the ground to the top of the wind energy system.
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.1100.downtown.txt,610,4,5,5,"35,40,45,50,85",1,glass that projects over a public sidewalk from a building face at least 5 feet in horizontal distance. The height of
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.1100.downtown.txt,753,4.1135,10,10,"35,40,45,50,85",1,not exceed 10 feet above the height of the roof on which the system is installed.
or/multnomah/gresham,min_frontage_ft,unheld,unread_section,or/multnomah/gresham/4.1100.downtown.txt,1557,4.1152,5,5,"16,18,20,25,32,35,40,45,50,75,100",1,harmonious street frontage building ’s front setback shall be within 5 feet of the setback
or/multnomah/gresham,setback_front_ft,unheld,unread_section,or/multnomah/gresham/4.1100.downtown.txt,1561,4.1152,15,15,"0,5,10,20",1,the front setback placement of setback to exceed 15 feet.
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.1100.downtown.txt,1929,4.1152,14,14,"35,40,45,50,85",1,building and no less than 14 feet in height or the
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.1100.downtown.txt,1957,4.1152,6,6,"35,40,45,50,85",1,and constructed as permanent enclosed by a fence or wall of at least 6 feet in height. Walls
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.1100.downtown.txt,2314,4.1152,9,9,"35,40,45,50,85",1,"The indoor area shall have a minimum height of 9 feet,"
or/multnomah/gresham,max_height_ft,unheld,unread_section,or/multnomah/gresham/4.1100.downtown.txt,2336,4.1152,4,4,"35,40,45,50,85",1,exceed 4 feet in height and must be consistent with standard
or/multnomah/gresham,open_space_min_pct,unheld,unread_section,or/multnomah/gresham/4.1100.downtown.txt,2424,4.1152,15,15,,1,G8. Open Space for Townhouse Style. S8. Open Space for Townhouse Style. A minimum of 15 percent of
or/multnomah/gresham,open_space_min_pct,unheld,unread_section,or/multnomah/gresham/4.1100.downtown.txt,2445,4.1152,50,50,,1,b. No more than 50 percent of the required open space area
