layer,bucket,field,path,line,section,repeats,text
or,unfielded,,or/clackamas/milwaukie/19.300.base-zones.txt,1192,19.303.4,1,No minimum street setback is required. Maximum street setback is 10 ft.
or,unfielded,,or/clackamas/milwaukie/19.300.base-zones.txt,1300,19.303.5,1,A minimum setback of 15 ft shall apply.
or,unfielded,,or/clackamas/milwaukie/19.300.base-zones.txt,1651,19.304.3,1,"In the DMU Zone, production-related office uses are limited to 20,000 sq ft in total area."
or,unfielded,,or/clackamas/milwaukie/19.300.base-zones.txt,1938,19.304.5,1,"Buildings with less than 1,000 sq ft of floor area."
or,unfielded,,or/clackamas/milwaukie/19.300.base-zones.txt,2492,19.308.5,1,Along Hwy. 224: 30 ft
or,unfielded,,or/clackamas/milwaukie/19.300.base-zones.txt,2496,19.308.5,1,Along Oak Street: 40 ft
or,unfielded,,or/clackamas/milwaukie/19.300.base-zones.txt,2500,19.308.5,1,Along 37th Street: 20 ft
or,unfielded,,or/clackamas/milwaukie/19.300.base-zones.txt,2504,19.308.5,1,From other property lines: 5 ft
or,unfielded,,or/clackamas/milwaukie/19.300.base-zones.txt,2510,19.308.5,1,"3 stories or 45 ft, whichever is less."
or,unfielded,,or/clackamas/milwaukie/19.300.base-zones.txt,2782,19.309.6,1,Front: 20 ft Side: None*
or,unfielded,,or/clackamas/milwaukie/19.300.base-zones.txt,2784,19.309.6,1,Corner side yard: 10 ft Rear: None*
or,unfielded,,or/clackamas/milwaukie/19.300.base-zones.txt,2792,19.309.6,1,45 ft
or,unfielded,,or/clackamas/milwaukie/19.300.base-zones.txt,2810,19.309.6,1,1 curb cut (45 ft maximum) per 150 ft of street frontage.
or,unfielded,,or/clackamas/milwaukie/19.300.base-zones.txt,3002,19.310.4,1,"Maximum floor area for a limited use shall be 4,000 sq ft;"
or,unfielded,,or/clackamas/milwaukie/19.300.base-zones.txt,3918,19.312.5,1,3. Setbacks (ft)
or,unfielded,,or/clackamas/milwaukie/19.300.base-zones.txt,4125,19.500,1,"Trees shall have a minimum 2-in caliper at time of planting, measured at 4 ft above grade."
or,unfielded,,or/clackamas/milwaukie/19.300.base-zones.txt,4268,19.312.7,1,Mansard or decorative roofs on buildings less than 3 stories are prohibited.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,87,19.501.2,1,The porch or deck is at least 5 ft from the front and/or rear lot line.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,196,19.502.2,1,200 sq ft
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,197,19.502.2,1,600 sq ft
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,201,19.502.2,2,3 ft
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,202,19.502.2,2,5 ft
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,289,19.502.2,1,"The side yard requirement shall be 20 ft, regardless of the base zone."
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,541,19.502.3,1,The rainwater cistern is not mounted more than 2 ft above grade.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,553,19.502.3,1,A below-ground rainwater cistern shall be located at least 3 ft away from any lot line.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,833,19.504.7,1,A walkway into the site shall be provided for every 300 ft of street frontage.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1101,19.505.1,3,A porch at least 5 ft deep.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1105,19.505.1,3,A balcony that is at least 2 ft deep and is accessible from an interior room.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1109,19.505.1,3,A bay window that extends at least 2 ft wide.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1113,19.505.1,3,A section of the façade that is recessed by at least 2 ft deep and 6 ft long.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1165,19.505.1,3,Be no further than 8 ft behind the longest street-facing wall of the building.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1173,19.505.1,3,Be at least 25 sq ft in area with a minimum 4-ft depth.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1181,19.505.1,3,Have a roof that is no more than 12 ft above the floor of the porch.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1209,19.505.1,3,Dormer that is at least 4 ft wide and integrated into the roof form.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1245,19.505.1,3,"Balcony that is at least 3 ft deep, 5 ft wide, and accessible from an interior room."
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1253,19.505.1,3,Bay window at least 2 ft deep and 5 ft wide.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1503,19.505.3,1,(2) Recessing the building a minimum of 2 ft deep x 6 ft long.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1504,19.505.3,1,(3) Extending an architectural bay at least 2 ft from the primary street-facing façade.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1618,19.505.4,1,1. Separation between structures (minimum) 6 ft 6 ft
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1619,19.505.4,1,2. Side and rear site setbacks 5 ft 5 ft
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1620,19.505.4,1,3. Front site setback (minimum) 10 ft 10 ft
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1621,19.505.4,1,4. Front site setback (Maximum) 20 ft 20 ft
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1622,19.505.4,1,5. Separation between clusters (minimum) 10 ft 10 ft
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1898,19.505.4,1,The common courtyard must be a minimum of 15 ft wide at its narrowest dimension.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1968,19.505.4,1,Parking clusters must be separated from all other areas by at least 4 ft of landscaping.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,1980,19.505.4,1,"Within 20 ft of any street property line, except alley property lines;"
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,2296,19.505.5,1,Outdoor on-site parking and maneuvering areas do not exceed 10 ft wide on any lot.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,2304,19.505.5,1,Shared accesses are spaced a minimum of 24 ft apart.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,3193,19.508.4,1,The upper story façade must include one of the following no less than every 30 ft:
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,3733,19.508.4,1,The primary entrance located within 5 ft of the corner of the building.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,3741,19.508.4,1,A pedestrian canopy or marquee at least 10 ft long at the corner of the building.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,3837,19.508.4,1,A step back of at least 6 ft along the street-facing portion of the building.
or,unfielded,,or/clackamas/milwaukie/19.500.supplementary.txt,4089,19.508.4,1,"Equipment under 2 ft high, if set back a minimum of 10 ft from the outer edge of the roof."
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,2459,17.04.808,1,= 7.0 du/acre X 3.87 acres=
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,2465,17.04.808,1,8.7 du/acre X 3.87 acres=
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,3058,17.04.1115,1,21.3 degrees and an azimuth ranging from 22.7 degrees east
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,3260,17.04.1195,1,an underfloor space is more than 6 feet above grade for
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,3261,17.04.1195,1,more than 50 percent of the total perimeter or is more than
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,3262,17.04.1195,1,12 feet above grade at any point.
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4122,17,1,Maxim um h eight: All 35 feet 35 fee t 35 fee t
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4133,17.08.040,1,All 65 feet 60 feet 50 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4134,17.08.040,1,Except townhouse 20 feet 20 feet 20 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4136,17.08.040,1,All 80 feet 75 feet 70 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4137,17.08.040,1,Except townhouse 75 fe et 75 feet 70 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4138,17.08.040,1,"Mi nimum front yard 20 feet, except 15 feet , except 10 feet , except"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4139,17.08.040,1,setback: All 15 feet - - Porch 1 0 feet - - Porch 5 feet - - Porch
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4141,17.08.040,1,ter 10 feet 10 feet 10 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4143,17.08.040,1,yard setback: All 8 feet 7 feet 5 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4144,17.08.040,1,0 feet (at- 0 feet (at- 0 feet (at-
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4145,17.08.040,1,tached)/8 feet tached) /7 feet tached)/5 fe et
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4148,17.08.040,1,yard setback 10 feet 10 feet 10 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4149,17.08.040,1,"20 feet , exce pt 20 feet, except 20 feet , except"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4150,17.08.040,1,15 feet - - Porch 15 feet - - Porch 15 feet - - Porc h
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4151,17.08.040,1,"Minimum rea r yard 10 feet - - ADU , 10 feet - - ADU, 10 feet - - ADU ,"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4153,17.08.040,1,20 feet from 20 feet from 20 feet from
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4155,17.08.040,1,Garage setback 5 feet Alley 5 feet Alley 5 feet Alley
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4310,17.10.040,1,"Single-family detached and du- 5,000 square feet 3,500 square feet"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4312,17.10.040,1,"Triplex 5,000 square feet 5,000 square feet"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4313,17.10.040,1,"Quadplex and cottage cluster 7,000 square feet 7,000 square feet"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4317,17.10.040,1,"Townhouse 1,500 square feet 1,500 square feet"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4319,17.10.040,1,Except cottage cluster unit 25 feet 25 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4328,17.10.040,1,"All, except 35 feet, except 25 feet, except"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4329,17.10.040,1,Townhouse 20 feet 20 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4330,17.10.040,1,Minimum lot depth 70 feet 70 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4332,17.10.040,1,5 feet - - Porch 0 feet - - Porch
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4333,17.10.040,1,"Minimum interior side yard 5 feet, except 5 feet, except"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4335,17.10.040,1,"All, except 0 feet (attached)/5 0 feet (attached)/5"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4338,17.10.040,1,Minimum corner side yard set- 7 feet 7 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4341,17.10.040,1,15 feet - - Porch 15 feet - - Porch
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4342,17.10.040,1,"10 feet -- ADU, cot- 10 feet - Cottage"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4344,17.10.040,1,5 feet - - ADU
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4345,17.10.040,1,"Garage setbacks 20 feet from ROW, 20 feet from ROW,"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4347,17.10.040,1,5 feet from alley 5 feet from alley
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4381,17.10.050,1,• Townhouse 25 du / acre 25 du/acre
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4577,17.12.040,1,"• Duplex 4,000 square feet"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4578,17.12.040,1,"• Townhouse 2,000 square feet"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4579,17.12.040,1,"• Triplex, quadplex and 6,000 square feet"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4581,17.12.040,1,"• Cottage cluster 8,000 square feet"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4586,17.12.040,1,"All, except 35 feet, except"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4587,17.12.040,1,Multi-family 45 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4588,17.12.040,1,Cottage cluster 25 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4591,17.12.040,1,"All, except 50 feet, except"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4592,17.12.040,1,Townhouse 20 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4594,17.12.040,1,"All, except 70 feet, except"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4595,17.12.040,1,Multi-family 75 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4597,17.12.040,1,0 feet - - Porch
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4601,17.12.040,1,"All, except 5 feet"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4603,17.12.040,1,Townhouse 0 feet (attached)/5 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4605,17.12.040,1,Minimum corner side yard set- 5 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4608,17.12.040,1,5 feet - - Porch
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4609,17.12.040,1,"Garage setbacks 20 feet from ROW, except"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4610,17.12.040,1,5 feet from alley
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4649,17.12.050,1,"density up to 26.2 du/acre, is allowed. Projects containing"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,4689,17.12.060,1,greater than 26.2 du/acre: Buildings LEED-certified by the
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,5051,17.14.080,1,(square feet)
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,5460,17.16.070,1,50 percent of its street-facing fa9ade shall provide at
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,5550,17.16.070,1,® Cottages oriented to the common courtyard must be w1thm 10 feet of the courtyard.
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,5553,17.16.070,1,@ The common courtyard must be at least 15 feet wide at it narrowest width .
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,5703,17.16.070,1,@ No parking or vehicle area within 20 feet from street property line (except alley).
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,5903,17.20.040,1,eal fashion and required between 3 .5 feet and six feet from
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,5905,17.20.040,1,elevation shall have at least 12.5 feet (fifty percent of
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,9650,17.4,1,"8,000-- 15 feet 20 feet 7/9 feet 15 feet 40%"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,9654,17.4,1,"6, 000-- 10 feet 15 feet 5/7 feet 15 feet 40%"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,9658,17.4,1,"4, 000-- 10 feet 15 feet 5/5 feet 10 feet 40%"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,9662,17.4,1,"1 , 800-- 5 feet 15 feet 5 / 5 feet 10 feet 55%"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,9673,17.41.110,1,"3,500-- 10 feet 1 5 feet 5 / o* feet 10 feet 40%"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,9677,17.41.110,1,"1,800-- 5 feet 15 feet 5 /o* feet 10 feet 55%"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,12486,17.49.110,1,Anadromous Any slope • Edge of 200 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,12489,17.49.110,1,Intermittent < 25 percent • Edge of 15 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,12492,17.49.110,1,than 25 percent
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,12496,17.49.110,1,All other pro- < 25 percent • Edge of 50 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,12501,17.49.110,1,2' 25 percent 200 feet
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,12502,17.49.110,1,for 150 feet or
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,12505,17.49.110,1,2' 25 percent Distance from
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,12507,17.49.110,1,150 feet (see of measurement
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,12510,17.49.110,1,";,,25 percent"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,13164,17.49.240,1,"R- 8 4, 0 00 square feet 45 ' 60'"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,13165,17.49.240,1,"R-6 3,500 square feet 35 ' 55'"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,13166,17.49.240,1,"R-5 3,000 square feet 30' 50 '"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,13173,17.49.240,1,"8 , 000 -- 15 feet 20 feet 7/9 feet 15 feet 40 %"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,13176,17.49.240,1,"6 , 000-- 1 0 feet 1 5 f eet 5/7 fee t 15 feet 4 0%"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,13179,17.49.240,1,"4 , 000 -- 10 feet 15 feet 5/5 fee t 10 feet 4 0%"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,13182,17.49.240,1,"1 , 800 -- 5 feet 15 f eet 5/5 feet 10 feet 55%"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,13189,17.49.240,1,"3,500 -- 1 0 feet 15 f eet 5/o · feet 10 feet 4 0%"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,13196,17.49.255,1,"1,800-- 5 feet 15 feet s;o· feet 10 feet 55%"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,16510,17.58.040,1,"Less than 150,000 square feet 2 years"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,16511,17.58.040,1,"150,000 square feet or more, up to 3 years"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,16512,17.58.040,1,"300,000 square feet"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,16513,17.58.040,1,"300,000 square feet or more, up to 4 years"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,16514,17.58.040,1,"500,000 square feet"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,16515,17.58.040,1,"More than 500,000 square feet 5 years"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,17652,17.62.055,1,"between 3.5 feet and six feet from the ground. For example,"
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,17656,17.62.055,1,3.5 feet and six feet from the ground.
or,unfielded,,or/clackamas/oregon-city/17.zoning.txt,17993,17,1,1 inch = 900 feet
or,unfielded,,or/clackamas/rivergrove/rldo.composite.txt,328,,1,not exceed 135 degrees.
or,unfielded,,or/clackamas/rivergrove/rldo.composite.txt,456,,1,"livestock, other than household pets, shall be housed within 100 feet of any"
or,unfielded,,or/clackamas/rivergrove/rldo.composite.txt,469,,1,permit (i.e. 108 square feet in size).
or,unfielded,,or/clackamas/rivergrove/rldo.composite.txt,846,,1,"Flood Hazard District is 10,000 square feet."
or,unfielded,,or/clackamas/rivergrove/rldo.composite.txt,882,,1,residence or above a garage up to 750 sq. ft. of floor area).
or,unfielded,,or/clackamas/rivergrove/rldo.composite.txt,900,,1,"sign shall be artificially illuminated, permanent, or exceed 4 square feet in area or 4"
or,unfielded,,or/clackamas/rivergrove/rldo.composite.txt,917,,1,above a garage up to a maximum of 750 sq. ft. of floor area) are permitted only in
or,unfielded,,or/clackamas/rivergrove/rldo.composite.txt,981,,1,"feet required for each lot, i.e. 10,000 square feet."
or,unfielded,,or/clackamas/rivergrove/rldo.composite.txt,1070,,1,"Places of Worship 0.5 per 1,000 sq. ft. 0.8 per 1,000 sq. ft."
or,unfielded,,or/clackamas/rivergrove/rldo.composite.txt,1071,,1,"Recreation Facilities 3.4 per 1,000 sq. ft.* 6.5 per 1,000 sq. ft."
